year,ID,Estimate; HOUSEHOLDS BY TYPE - Total households,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Estimate; RELATIONSHIP - Population in households,Estimate; MARITAL STATUS - Males 15 years and over,Estimate; MARITAL STATUS - Females 15 years and over,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years,Estimate; GRANDPARENTS - Number of grandparents responsible for own grandchildren under 18 years,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over,Estimate; VETERAN STATUS - Civilian population 18 years and over,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over,Estimate; PLACE OF BIRTH - Total population,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population,Estimate; YEAR OF ENTRY - Population born outside the United States,Estimate; YEAR OF ENTRY - Native,Estimate; YEAR OF ENTRY - Foreign born,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population£» excluding population born at sea,Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Estimate; ANCESTRY - Total population,number
4,42115,17265.0,4549.0,5564.0,2.45,2.95,42348.0,17926.0,17797.0,742.0,327.0,8557.0,30866.0,34008.0,42365.0,42708.0,646.0,866.0,220.0,646.0,646.0,40652.0,42708.0,348
5,42115,17487.0,4531.0,5664.0,2.41,2.88,42062.0,17829.0,17691.0,709.0,338.0,8278.0,30720.0,33839.0,42005.0,42369.0,632.0,839.0,207.0,632.0,632.0,40336.0,42369.0,317
6,42115,17368.0,4457.0,5845.0,2.39,2.86,41523.0,17688.0,17531.0,741.0,369.0,7885.0,30528.0,33598.0,41525.0,41832.0,674.0,874.0,200.0,674.0,674.0,39902.0,41832.0,216
0,42117,17182.0,5143.0,5113.0,2.34,2.74,40220.0,16766.0,17814.0,756.0,419.0,10069.0,28291.0,32818.0,41161.0,41631.0,545.0,668.0,123.0,545.0,545.0,39456.0,41631.0,25
1,42117,17187.0,5176.0,5279.0,2.31,2.7,39773.0,17029.0,17781.0,831.0,443.0,10160.0,28521.0,33102.0,41358.0,41850.0,486.0,606.0,120.0,486.0,486.0,39632.0,41850.0,126
2,42117,17098.0,5058.0,5347.0,2.35,2.74,40159.0,17158.0,17951.0,809.0,426.0,9878.0,28748.0,33430.0,41608.0,42081.0,490.0,618.0,128.0,490.0,490.0,39839.0,42081.0,135
3,42117,17058.0,4879.0,5385.0,2.37,2.79,40504.0,17248.0,18039.0,773.0,410.0,9990.0,28991.0,33656.0,41879.0,42267.0,481.0,641.0,160.0,481.0,481.0,39971.0,42267.0,169
4,42117,16802.0,4669.0,5452.0,2.43,2.88,40807.0,17374.0,17921.0,766.0,318.0,9720.0,29183.0,33718.0,41959.0,42358.0,450.0,659.0,209.0,450.0,450.0,40008.0,42358.0,112
5,42117,16611.0,4444.0,5468.0,2.47,2.95,41039.0,17415.0,17890.0,735.0,322.0,9101.0,29332.0,33778.0,41839.0,42284.0,503.0,751.0,248.0,503.0,503.0,39944.0,42284.0,213
6,42117,16340.0,4230.0,5568.0,2.51,3.02,41052.0,17275.0,17804.0,665.0,248.0,8638.0,29331.0,33590.0,41614.0,42031.0,493.0,761.0,268.0,493.0,493.0,39764.0,42031.0,56
0,42119,14963.0,4783.0,4264.0,2.34,2.77,34990.0,21273.0,16781.0,473.0,173.0,12134.0,30194.0,36415.0,44449.0,44866.0,2032.0,2715.0,683.0,2032.0,2032.0,42680.0,44866.0,72
1,42119,15310.0,4644.0,4415.0,2.31,2.77,35386.0,21342.0,16824.0,334.0,117.0,11889.0,30398.0,36557.0,44441.0,44872.0,1885.0,2450.0,565.0,1885.0,1885.0,42708.0,44872.0,42
2,42119,15303.0,4564.0,4442.0,2.33,2.79,35641.0,21238.0,17034.0,336.0,116.0,11883.0,30512.0,36733.0,44598.0,44944.0,1826.0,2440.0,614.0,1826.0,1826.0,42838.0,44944.0,66
3,42119,15062.0,4669.0,4524.0,2.37,2.83,35634.0,21293.0,16929.0,454.0,153.0,11923.0,30443.0,36764.0,44562.0,44932.0,1772.0,2404.0,632.0,1772.0,1772.0,42813.0,44932.0,65
4,42119,15058.0,4796.0,4478.0,2.36,2.83,35609.0,21232.0,16999.0,387.0,96.0,11723.0,30539.0,36787.0,44624.0,44955.0,1780.0,2378.0,598.0,1780.0,1780.0,42870.0,44955.0,55
5,42119,14916.0,4506.0,4749.0,2.38,2.86,35459.0,21194.0,16859.0,545.0,225.0,11433.0,30478.0,36597.0,44530.0,44958.0,1456.0,1983.0,527.0,1456.0,1456.0,42709.0,44958.0,58
6,42119,14649.0,4473.0,4855.0,2.43,2.95,35603.0,21501.0,17060.0,674.0,284.0,11500.0,30738.0,37056.0,44880.0,45178.0,1456.0,2277.0,821.0,1456.0,1456.0,43130.0,45178.0,112
0,42121,22457.0,6437.0,6532.0,2.4,2.9,53909.0,22083.0,23433.0,635.0,256.0,11686.0,39082.0,43083.0,54784.0,55320.0,400.0,817.0,417.0,400.0,400.0,52263.0,55320.0,291
1,42121,22482.0,6437.0,6659.0,2.39,2.9,53709.0,22087.0,23394.0,813.0,397.0,11629.0,39023.0,43068.0,54635.0,55106.0,430.0,724.0,294.0,430.0,430.0,52016.0,55106.0,310
2,42121,22525.0,6307.0,6787.0,2.38,2.89,53530.0,22048.0,23300.0,920.0,462.0,11532.0,38968.0,43053.0,54357.0,54865.0,418.0,697.0,279.0,418.0,418.0,51820.0,54865.0,378
3,42121,22547.0,6318.0,6841.0,2.36,2.87,53294.0,22019.0,23217.0,1015.0,485.0,11424.0,39007.0,43040.0,54127.0,54590.0,426.0,676.0,250.0,426.0,426.0,51589.0,54590.0,275
4,42121,22412.0,6283.0,7101.0,2.36,2.86,53000.0,21969.0,23108.0,998.0,453.0,11173.0,38947.0,42945.0,53818.0,54265.0,432.0,645.0,213.0,432.0,432.0,51336.0,54265.0,250
5,42121,22129.0,6176.0,7244.0,2.38,2.87,52655.0,21939.0,22983.0,1155.0,593.0,10725.0,38780.0,42797.0,53393.0,53906.0,441.0,617.0,176.0,441.0,441.0,51054.0,53906.0,277
6,42121,21962.0,6063.0,7359.0,2.38,2.86,52244.0,21794.0,22831.0,1131.0,493.0,10471.0,38606.0,42565.0,52979.0,53460.0,399.0,573.0,174.0,399.0,399.0,50630.0,53460.0,240
0,42123,17630.0,4647.0,5339.0,2.33,2.86,41072.0,17082.0,17648.0,754.0,419.0,8566.0,29927.0,32837.0,41382.0,41877.0,512.0,697.0,185.0,512.0,512.0,39761.0,41877.0,213
1,42123,17602.0,4529.0,5292.0,2.33,2.84,40940.0,17149.0,17630.0,756.0,421.0,8460.0,30088.0,32955.0,41277.0,41771.0,519.0,745.0,226.0,519.0,519.0,39679.0,41771.0,141
2,42123,17453.0,4536.0,5393.0,2.34,2.85,40798.0,17128.0,17616.0,734.0,322.0,8364.0,30118.0,33004.0,41226.0,41613.0,485.0,704.0,219.0,485.0,485.0,39550.0,41613.0,146
3,42123,17257.0,4235.0,5529.0,2.35,2.92,40637.0,17129.0,17471.0,712.0,239.0,8303.0,30000.0,32928.0,41054.0,41429.0,532.0,745.0,213.0,532.0,532.0,39397.0,41429.0,29
4,42123,17029.0,4004.0,5601.0,2.38,2.94,40452.0,17135.0,17377.0,630.0,225.0,8127.0,29998.0,32917.0,40837.0,41218.0,554.0,738.0,184.0,554.0,554.0,39194.0,41218.0,141
5,42123,17113.0,4102.0,5732.0,2.35,2.93,40222.0,17092.0,17272.0,698.0,210.0,7933.0,29821.0,32785.0,40578.0,40962.0,476.0,648.0,172.0,476.0,476.0,38943.0,40962.0,105
6,42123,16904.0,4093.0,5756.0,2.36,2.95,39896.0,17033.0,17129.0,725.0,212.0,7825.0,29618.0,32599.0,40291.0,40649.0,480.0,638.0,158.0,480.0,480.0,38645.0,40649.0,48
0,42125,83604.0,23435.0,25128.0,2.42,2.99,202221.0,82408.0,89296.0,3277.0,1245.0,48422.0,145518.0,163441.0,205102.0,206987.0,2924.0,3570.0,646.0,2924.0,2924.0,196311.0,206987.0,881
1,42125,83806.0,23947.0,25753.0,2.42,2.98,202481.0,82907.0,89562.0,3406.0,1461.0,48335.0,146148.0,164238.0,205533.0,207451.0,2959.0,3712.0,753.0,2959.0,2959.0,196829.0,207451.0,996
2,42125,84123.0,24036.0,26013.0,2.41,2.97,202951.0,83333.0,89869.0,3187.0,1326.0,48491.0,146709.0,165109.0,206057.0,207916.0,3264.0,4213.0,949.0,3264.0,3264.0,197376.0,207916.0,945
3,42125,84098.0,23518.0,26374.0,2.41,2.98,202974.0,83687.0,89947.0,3094.0,1165.0,48243.0,147152.0,165696.0,206016.0,208047.0,3522.0,4579.0,1057.0,3522.0,3522.0,197584.0,208047.0,975
4,42125,83644.0,22841.0,26687.0,2.43,3.0,202942.0,84054.0,90021.0,3076.0,1261.0,47510.0,147634.0,166206.0,206015.0,208157.0,3946.0,5204.0,1258.0,3946.0,3946.0,197732.0,208157.0,1040
5,42125,83739.0,22725.0,27090.0,2.42,2.97,202971.0,84358.0,89978.0,3226.0,1313.0,46431.0,148204.0,166554.0,205984.0,208226.0,4110.0,5440.0,1330.0,4110.0,4110.0,197811.0,208226.0,1015
6,42125,83745.0,22573.0,27479.0,2.42,2.97,202915.0,84535.0,89894.0,3364.0,1314.0,45925.0,148646.0,166829.0,206048.0,208269.0,4161.0,5454.0,1293.0,4161.0,4161.0,197770.0,208269.0,1054
0,42127,19678.0,5725.0,6521.0,2.45,2.97,48241.0,23044.0,20979.0,1025.0,318.0,11070.0,38289.0,41739.0,51882.0,52302.0,1762.0,2368.0,606.0,1762.0,1762.0,49994.0,52302.0,152
1,42127,19305.0,5361.0,6663.0,2.53,3.06,48913.0,23278.0,21048.0,1258.0,355.0,10759.0,38604.0,42105.0,52082.0,52477.0,1852.0,2477.0,625.0,1852.0,1852.0,50202.0,52477.0,99
2,42127,19216.0,5257.0,6676.0,2.54,3.05,48741.0,23430.0,20970.0,1104.0,312.0,10373.0,38610.0,42221.0,51955.0,52299.0,1840.0,2531.0,691.0,1840.0,1840.0,50130.0,52299.0,140
3,42127,19558.0,5140.0,6890.0,2.48,3.0,48471.0,23570.0,20993.0,1051.0,329.0,10092.0,38734.0,42411.0,51956.0,52212.0,1849.0,2536.0,687.0,1849.0,1849.0,50071.0,52212.0,38
4,42127,19362.0,5016.0,6931.0,2.49,3.03,48143.0,23566.0,20884.0,1142.0,388.0,9977.0,38696.0,42436.0,51667.0,51967.0,1874.0,2338.0,464.0,1874.0,1874.0,49833.0,51967.0,118
5,42127,19306.0,4859.0,7114.0,2.47,2.99,47727.0,23552.0,20732.0,993.0,358.0,9640.0,38609.0,42329.0,51326.0,51642.0,1622.0,2088.0,466.0,1622.0,1622.0,49490.0,51642.0,99
6,42127,19173.0,4950.0,7130.0,2.47,3.02,47387.0,23516.0,20641.0,1051.0,434.0,9311.0,38551.0,42282.0,51013.0,51307.0,1502.0,1945.0,443.0,1502.0,1502.0,49198.0,51307.0,78
0,42129,152640.0,41231.0,47566.0,2.34,2.88,357516.0,147418.0,158827.0,4438.0,1796.0,80797.0,263845.0,291296.0,362321.0,365841.0,5805.0,7298.0,1493.0,5805.0,5805.0,348085.0,365841.0,1506
1,42129,152819.0,40974.0,48393.0,2.34,2.87,357110.0,147719.0,158829.0,4265.0,1645.0,80367.0,264490.0,291882.0,362369.0,365438.0,5669.0,7376.0,1707.0,5669.0,5669.0,347800.0,365438.0,1647
2,42129,153064.0,40487.0,49123.0,2.33,2.85,356432.0,148013.0,158785.0,4360.0,1820.0,79768.0,264595.0,292424.0,361875.0,364877.0,5385.0,6971.0,1586.0,5385.0,5385.0,347368.0,364877.0,1634
3,42129,152109.0,39711.0,49759.0,2.34,2.87,355556.0,148216.0,158537.0,4532.0,1997.0,79387.0,264766.0,292878.0,361202.0,364090.0,5446.0,6978.0,1532.0,5446.0,5446.0,346853.0,364090.0,1669
4,42129,151489.0,39234.0,50520.0,2.34,2.87,354081.0,147909.0,158234.0,4951.0,2224.0,77682.0,264360.0,292584.0,359641.0,362587.0,5250.0,6642.0,1392.0,5250.0,5250.0,345632.0,362587.0,1579
5,42129,151173.0,38752.0,51210.0,2.33,2.86,352689.0,147748.0,157791.0,4873.0,2067.0,76053.0,263887.0,292235.0,358169.0,361251.0,5405.0,6704.0,1299.0,5405.0,5405.0,344405.0,361251.0,1381
6,42129,150697.0,38233.0,52089.0,2.33,2.86,351019.0,147456.0,156967.0,5252.0,2506.0,74458.0,263051.0,291415.0,356207.0,359377.0,5548.0,6652.0,1104.0,5548.0,5548.0,342752.0,359377.0,1331
0,42131,11023.0,3213.0,3131.0,2.52,2.97,27728.0,11487.0,11713.0,479.0,244.0,6644.0,19444.0,21935.0,27954.0,28262.0,374.0,510.0,136.0,374.0,374.0,26747.0,28262.0,120
1,42131,11013.0,3216.0,3128.0,2.49,2.95,27466.0,11599.0,11730.0,446.0,176.0,6563.0,19600.0,22102.0,28030.0,28333.0,359.0,500.0,141.0,359.0,359.0,26816.0,28333.0,117
2,42131,11037.0,3193.0,3198.0,2.48,2.95,27392.0,11587.0,11781.0,398.0,122.0,6395.0,19636.0,22159.0,27938.0,28221.0,365.0,479.0,114.0,365.0,365.0,26740.0,28221.0,131
3,42131,10992.0,3014.0,3285.0,2.49,3.0,27374.0,11611.0,11732.0,476.0,202.0,6267.0,19657.0,22186.0,27960.0,28177.0,372.0,503.0,131.0,372.0,372.0,26692.0,28177.0,114
4,42131,10895.0,3019.0,3361.0,2.52,3.06,27472.0,11728.0,11693.0,563.0,227.0,6076.0,19721.0,22326.0,28009.0,28229.0,442.0,549.0,107.0,442.0,442.0,26759.0,28229.0,195
5,42131,10894.0,3035.0,3477.0,2.52,3.05,27448.0,11636.0,11755.0,626.0,271.0,6010.0,19711.0,22311.0,27931.0,28147.0,415.0,483.0,68.0,415.0,415.0,26710.0,28147.0,235
6,42131,10801.0,2876.0,3612.0,2.52,3.05,27271.0,11653.0,11686.0,658.0,338.0,5782.0,19704.0,22275.0,27754.0,27975.0,357.0,416.0,59.0,357.0,357.0,26566.0,27975.0,222
0,42133,166600.0,55310.0,40869.0,2.52,2.98,420626.0,168251.0,176548.0,7135.0,2762.0,102191.0,291278.0,325986.0,423388.0,428175.0,15054.0,22487.0,7433.0,15054.0,15054.0,401550.0,428175.0,3066
1,42133,167568.0,55812.0,42078.0,2.53,2.99,423934.0,170101.0,178374.0,7761.0,3021.0,103352.0,294500.0,329683.0,427189.0,431967.0,15401.0,23069.0,7668.0,15401.0,15401.0,405358.0,431967.0,3417
2,42133,168128.0,55254.0,43414.0,2.54,3.0,426365.0,171561.0,179747.0,7946.0,3062.0,104339.0,296861.0,332708.0,430028.0,434579.0,15119.0,23373.0,8254.0,15119.0,15119.0,408075.0,434579.0,3574
3,42133,167592.0,54481.0,44244.0,2.55,3.02,427938.0,172664.0,180827.0,8475.0,3281.0,103887.0,298815.0,335183.0,432017.0,436339.0,15010.0,24151.0,9141.0,15010.0,15010.0,410229.0,436339.0,3872
4,42133,168278.0,54832.0,45510.0,2.55,3.03,429471.0,173842.0,181830.0,8637.0,3101.0,104031.0,300951.0,337569.0,433572.0,438052.0,15444.0,24248.0,8804.0,15444.0,15444.0,412224.0,438052.0,3837
5,42133,167416.0,53410.0,46558.0,2.57,3.06,430944.0,174903.0,182706.0,8981.0,3292.0,103359.0,302842.0,339625.0,435280.0,439660.0,15415.0,24127.0,8712.0,15415.0,15415.0,414107.0,439660.0,3889
6,42133,168008.0,52913.0,47969.0,2.57,3.06,431854.0,175695.0,183344.0,9288.0,3398.0,102379.0,304525.0,341323.0,436043.0,440604.0,15858.0,24399.0,8541.0,15858.0,15858.0,415281.0,440604.0,3610
0,51001,14085.0,3924.0,4481.0,2.39,2.99,33675.0,13415.0,14596.0,959.0,463.0,6964.0,24217.0,26623.0,33720.0,34066.0,2054.0,2363.0,309.0,2054.0,2054.0,32092.0,34066.0,84
1,51001,13757.0,3561.0,4492.0,2.38,2.99,32748.0,13296.0,14404.0,907.0,381.0,6631.0,23928.0,26369.0,33412.0,33701.0,2244.0,2485.0,241.0,2244.0,2244.0,31721.0,33701.0,164
2,51001,14286.0,3817.0,4493.0,2.27,2.84,32466.0,13177.0,14367.0,873.0,318.0,6593.0,23878.0,26245.0,33195.0,33454.0,2262.0,2546.0,284.0,2262.0,2262.0,31454.0,33454.0,152
3,51001,14333.0,3745.0,4605.0,2.25,2.77,32280.0,13151.0,14272.0,802.0,301.0,6304.0,23838.0,26166.0,33076.0,33289.0,2337.0,2575.0,238.0,2337.0,2337.0,31271.0,33289.0,122
4,51001,14289.0,3767.0,4789.0,2.25,2.75,32111.0,13066.0,14249.0,752.0,338.0,6210.0,23796.0,26096.0,32924.0,33165.0,2193.0,2409.0,216.0,2193.0,2193.0,31149.0,33165.0,167
5,51001,13961.0,3633.0,4877.0,2.29,2.81,31972.0,13028.0,14230.0,753.0,381.0,6176.0,23650.0,26031.0,32822.0,33115.0,2215.0,2414.0,199.0,2215.0,2215.0,31114.0,33115.0,98
6,51001,13819.0,3642.0,4908.0,2.31,2.87,31961.0,13030.0,14215.0,679.0,392.0,5981.0,23850.0,25999.0,32775.0,33060.0,2168.0,2344.0,176.0,2168.0,2168.0,31112.0,33060.0,114
0,51003,37459.0,11132.0,9287.0,2.45,3.04,91916.0,37419.0,41583.0,1051.0,430.0,29395.0,63226.0,75190.0,95512.0,96633.0,8701.0,10138.0,1437.0,8701.0,8701.0,91125.0,96633.0,282
1,51003,37398.0,10999.0,9520.0,2.48,3.1,92716.0,38069.0,42313.0,1239.0,474.0,29835.0,64340.0,76426.0,97017.0,97978.0,8913.0,10407.0,1494.0,8913.0,8913.0,92413.0,97978.0,239
2,51003,37549.0,11015.0,9987.0,2.49,3.12,93547.0,38544.0,43026.0,1516.0,570.0,29941.0,65425.0,77779.0,98379.0,99484.0,9895.0,11579.0,1684.0,9895.0,9895.0,93844.0,99484.0,172
3,51003,37964.0,11158.0,10352.0,2.47,3.07,93835.0,39131.0,43456.0,1323.0,542.0,30595.0,66879.0,78715.0,99608.0,100636.0,9821.0,11518.0,1697.0,9821.0,9821.0,94995.0,100636.0,176
4,51003,38537.0,11259.0,10827.0,2.45,3.05,94302.0,39714.0,44304.0,1458.0,573.0,30930.0,67953.0,79836.0,100757.0,101883.0,10147.0,11753.0,1606.0,10147.0,10147.0,96217.0,101883.0,269
5,51003,38853.0,11515.0,11314.0,2.45,3.03,95184.0,40266.0,44932.0,1654.0,550.0,30575.0,69085.0,81033.0,101961.0,103108.0,10452.0,12010.0,1558.0,10452.0,10452.0,97375.0,103108.0,222
6,51003,39431.0,11632.0,11743.0,2.44,3.01,96308.0,40847.0,45550.0,1697.0,606.0,30134.0,70026.0,82212.0,103063.0,104287.0,10343.0,11949.0,1606.0,10343.0,10343.0,98622.0,104287.0,286
0,51005,6964.0,2089.0,2329.0,2.29,2.79,15967.0,6560.0,6999.0,359.0,217.0,3724.0,11741.0,12857.0,16274.0,16406.0,269.0,356.0,87.0,269.0,269.0,15618.0,16406.0,154
1,51005,6935.0,1973.0,2402.0,2.3,2.8,15984.0,6490.0,6999.0,371.0,216.0,3597.0,11761.0,12808.0,16171.0,16326.0,290.0,354.0,64.0,290.0,290.0,15568.0,16326.0,106
2,51005,6851.0,1858.0,2459.0,2.33,2.8,15970.0,6510.0,7029.0,430.0,245.0,3495.0,11807.0,12858.0,16208.0,16297.0,312.0,367.0,55.0,312.0,312.0,15530.0,16297.0,123
3,51005,6773.0,1719.0,2507.0,2.35,2.89,15924.0,6558.0,7026.0,422.0,270.0,3407.0,11859.0,12910.0,16145.0,16240.0,227.0,304.0,77.0,227.0,227.0,15525.0,16240.0,87
4,51005,6714.0,1659.0,2603.0,2.36,2.91,15836.0,6577.0,6998.0,410.0,230.0,3181.0,11836.0,12911.0,15972.0,16133.0,252.0,343.0,91.0,252.0,252.0,15432.0,16133.0,220
5,51005,6781.0,1666.0,2729.0,2.33,2.89,15788.0,6571.0,6940.0,411.0,233.0,3148.0,11778.0,12877.0,15898.0,16066.0,231.0,294.0,63.0,231.0,231.0,15266.0,16066.0,235
6,51005,6845.0,1681.0,2753.0,2.28,2.82,15621.0,6531.0,6916.0,422.0,256.0,3068.0,11720.0,12816.0,15735.0,15919.0,207.0,255.0,48.0,207.0,207.0,15200.0,15919.0,177
0,51007,4901.0,1603.0,1426.0,2.51,3.0,12301.0,4899.0,5299.0,256.0,83.0,2412.0,8617.0,9633.0,12288.0,12517.0,507.0,589.0,82.0,507.0,507.0,11776.0,12517.0,94
1,51007,5001.0,1756.0,1443.0,2.5,2.9,12514.0,4954.0,5326.0,306.0,93.0,2499.0,8840.0,9768.0,12481.0,12631.0,424.0,515.0,91.0,424.0,424.0,11897.0,12631.0,69
2,51007,4777.0,1597.0,1477.0,2.63,3.04,12547.0,5122.0,5301.0,273.0,106.0,2546.0,8900.0,9839.0,12480.0,12674.0,267.0,343.0,76.0,267.0,267.0,11949.0,12674.0,78
3,51007,4808.0,1526.0,1499.0,2.62,3.0,12577.0,5180.0,5344.0,342.0,110.0,2421.0,9027.0,9914.0,12519.0,12712.0,154.0,210.0,56.0,154.0,154.0,11952.0,12712.0,169
4,51007,4761.0,1385.0,1531.0,2.65,3.09,12623.0,5156.0,5410.0,378.0,168.0,2493.0,9086.0,10008.0,12606.0,12764.0,119.0,165.0,46.0,119.0,119.0,12064.0,12764.0,91
5,51007,4704.0,1395.0,1523.0,2.68,3.02,12627.0,5120.0,5382.0,294.0,146.0,2765.0,9018.0,10051.0,12587.0,12777.0,44.0,75.0,31.0,44.0,44.0,12095.0,12777.0,3
6,51007,4540.0,1312.0,1501.0,2.79,3.21,12648.0,5244.0,5309.0,303.0,123.0,2775.0,8924.0,10075.0,12567.0,12793.0,31.0,61.0,30.0,31.0,31.0,12091.0,12793.0,12
0,51009,12706.0,3983.0,3762.0,2.36,2.8,29928.0,12506.0,14281.0,566.0,257.0,8129.0,21925.0,25317.0,31977.0,32315.0,635.0,854.0,219.0,635.0,635.0,30612.0,32315.0,411
1,51009,12693.0,3831.0,3875.0,2.43,2.92,30835.0,12454.0,14398.0,658.0,298.0,7680.0,22230.0,25479.0,32072.0,32339.0,557.0,815.0,258.0,557.0,557.0,30593.0,32339.0,168
2,51009,12683.0,3572.0,3874.0,2.44,2.97,30920.0,12498.0,14296.0,566.0,235.0,7819.0,22357.0,25458.0,32092.0,32301.0,589.0,713.0,124.0,589.0,589.0,30496.0,32301.0,307
3,51009,12680.0,3621.0,3957.0,2.44,2.98,30946.0,12536.0,14291.0,663.0,305.0,7517.0,22327.0,25526.0,32031.0,32244.0,582.0,713.0,131.0,582.0,582.0,30464.0,32244.0,240
4,51009,12577.0,3411.0,4065.0,2.47,3.02,31040.0,12609.0,14291.0,613.0,252.0,7430.0,22365.0,25600.0,31985.0,32237.0,531.0,676.0,145.0,531.0,531.0,30528.0,32237.0,187
5,51009,12502.0,3213.0,4126.0,2.48,3.04,31058.0,12693.0,14189.0,705.0,328.0,7233.0,22435.0,25601.0,31915.0,32148.0,644.0,832.0,188.0,644.0,644.0,30492.0,32148.0,127
6,51009,12306.0,3226.0,4236.0,2.51,3.01,30861.0,12650.0,14148.0,637.0,288.0,7035.0,22495.0,25562.0,31700.0,31999.0,548.0,755.0,207.0,548.0,548.0,30317.0,31999.0,211
0,51011,5976.0,2228.0,1797.0,2.44,2.79,14572.0,5774.0,6178.0,633.0,391.0,3375.0,10218.0,11335.0,14490.0,14653.0,220.0,263.0,43.0,220.0,220.0,13861.0,14653.0,39
1,51011,5857.0,2148.0,1802.0,2.51,2.89,14711.0,5841.0,6261.0,540.0,283.0,3379.0,10466.0,11485.0,14666.0,14820.0,148.0,201.0,53.0,148.0,148.0,14092.0,14820.0,44
2,51011,5902.0,1977.0,1861.0,2.52,2.94,14849.0,5946.0,6278.0,386.0,167.0,3384.0,10524.0,11612.0,14818.0,14952.0,112.0,172.0,60.0,112.0,112.0,14132.0,14952.0,64
3,51011,5803.0,1854.0,1917.0,2.58,2.99,14964.0,5836.0,6447.0,407.0,178.0,3478.0,10675.0,11741.0,14895.0,15054.0,140.0,247.0,107.0,140.0,140.0,14219.0,15054.0,49
4,51011,5964.0,2013.0,2017.0,2.53,2.88,15060.0,5882.0,6541.0,434.0,217.0,3363.0,10815.0,11832.0,14972.0,15137.0,132.0,240.0,108.0,132.0,132.0,14267.0,15137.0,80
5,51011,5931.0,1919.0,1972.0,2.55,2.88,15138.0,5933.0,6564.0,320.0,153.0,3568.0,10766.0,11864.0,15072.0,15208.0,111.0,193.0,82.0,111.0,111.0,14333.0,15208.0,48
6,51011,5972.0,2023.0,1975.0,2.55,2.86,15241.0,6031.0,6586.0,337.0,178.0,3527.0,10849.0,11957.0,15151.0,15314.0,142.0,201.0,59.0,142.0,142.0,14438.0,15314.0,99
0,51013,91892.0,18721.0,12967.0,2.11,2.93,194129.0,84718.0,86125.0,1759.0,473.0,41128.0,146410.0,162461.0,195032.0,197467.0,45654.0,50285.0,4631.0,45654.0,45654.0,186258.0,197467.0,610
1,51013,92436.0,18714.0,13216.0,2.16,2.98,199935.0,87184.0,88310.0,1696.0,379.0,42733.0,151149.0,167703.0,200604.0,202999.0,47450.0,52177.0,4727.0,47450.0,47450.0,191470.0,202999.0,673
2,51013,92992.0,19081.0,13428.0,2.22,3.04,205987.0,89670.0,90737.0,1745.0,418.0,44675.0,156384.0,172615.0,206525.0,209077.0,48712.0,53668.0,4956.0,48712.0,48712.0,197116.0,209077.0,788
3,51013,94454.0,19391.0,13887.0,2.24,3.06,211822.0,92072.0,92758.0,1772.0,527.0,45449.0,161322.0,177003.0,212164.0,214861.0,49439.0,54382.0,4943.0,49439.0,49439.0,202409.0,214861.0,849
4,51013,96264.0,20120.0,14373.0,2.26,3.07,217180.0,93965.0,94698.0,1930.0,532.0,46258.0,165544.0,181015.0,217185.0,220173.0,50349.0,55748.0,5399.0,50349.0,50349.0,207129.0,220173.0,859
5,51013,98441.0,21177.0,14974.0,2.24,3.05,220935.0,95247.0,96045.0,2090.0,630.0,46631.0,168459.0,184029.0,220744.0,223945.0,51565.0,56975.0,5410.0,51565.0,51565.0,210484.0,223945.0,907
6,51013,100707.0,22530.0,15565.0,2.21,3.02,223025.0,95405.0,96965.0,2150.0,568.0,47386.0,169813.0,184806.0,223095.0,226092.0,51434.0,57583.0,6149.0,51434.0,51434.0,212600.0,226092.0,1173
0,51015,27909.0,8640.0,8073.0,2.48,2.94,69253.0,31006.0,29404.0,1489.0,614.0,15525.0,52058.0,57393.0,72542.0,73201.0,1447.0,1963.0,516.0,1447.0,1447.0,69241.0,73201.0,344
1,51015,28021.0,8911.0,8379.0,2.49,2.95,69733.0,30990.0,29748.0,1795.0,839.0,15714.0,52270.0,57529.0,72715.0,73526.0,1564.0,1983.0,419.0,1564.0,1564.0,69654.0,73526.0,324
2,51015,28297.0,9001.0,8646.0,2.47,2.88,69862.0,31085.0,29976.0,1751.0,704.0,15329.0,52661.0,57908.0,72827.0,73662.0,1603.0,2075.0,472.0,1603.0,1603.0,69983.0,73662.0,308
3,51015,27999.0,8697.0,8879.0,2.5,2.94,69917.0,31296.0,30013.0,1948.0,791.0,14843.0,52831.0,58239.0,72887.0,73726.0,1407.0,1871.0,464.0,1407.0,1407.0,70149.0,73726.0,246
4,51015,28124.0,8448.0,9144.0,2.49,2.93,69996.0,31129.0,30397.0,1859.0,760.0,14871.0,53094.0,58528.0,72949.0,73707.0,1262.0,1754.0,492.0,1262.0,1262.0,70288.0,73707.0,425
